event_id,event_type,failure_type,payment_method,retry_count,amount,customer_id,merchant_id,checkout_duration_seconds,payment_page_reached,payment_attempted,chosen_action,revenue_recovered,success,oracle_action,oracle_recovered,regret,action_match
EVT_00004912,CHECKOUT_ABANDONMENT,,CARD,0,3717.29,CUS_000991,MER_00197,832,True,True,RECOVERY_REMINDER,3717.29,1.0,ALTERNATIVE_PAYMENT,3717.29,0.0,False
EVT_00004936,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,3,5542.14,CUS_001638,MER_00136,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00004950,CHECKOUT_ABANDONMENT,,WALLET,0,8576.22,CUS_000695,MER_00085,186,False,False,RECOVERY_REMINDER,8576.22,1.0,RECOVERY_REMINDER,8576.22,0.0,True
EVT_00004972,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,1324.71,CUS_000104,MER_00069,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00004986,SUBSCRIPTION_FAILURE,,UPI,0,4833.55,CUS_001518,MER_00143,0,False,False,ALTERNATIVE_PAYMENT,4833.55,1.0,ALTERNATIVE_PAYMENT,4833.55,0.0,True
EVT_00004988,SUBSCRIPTION_FAILURE,,NETBANKING,0,3466.86,CUS_000311,MER_00004,0,False,False,ALTERNATIVE_PAYMENT,3466.86,1.0,ALTERNATIVE_PAYMENT,3466.86,0.0,True
EVT_00005016,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,0,1609.7,CUS_000283,MER_00041,0,False,False,ALTERNATIVE_PAYMENT,1609.7,1.0,ALTERNATIVE_PAYMENT,1609.7,0.0,True
EVT_00005019,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,0,1833.02,CUS_000248,MER_00169,0,False,False,ALTERNATIVE_PAYMENT,1833.02,1.0,ALTERNATIVE_PAYMENT,1833.02,0.0,True
EVT_00005020,PAYMENT_FAILURE,TIMEOUT,UPI,2,28963.06,CUS_000363,MER_00096,0,False,False,ALTERNATIVE_PAYMENT,28963.06,1.0,ALTERNATIVE_PAYMENT,28963.06,0.0,True
EVT_00005029,PAYMENT_FAILURE,TIMEOUT,CARD,1,1807.01,CUS_001484,MER_00154,0,False,False,ALTERNATIVE_PAYMENT,1807.01,1.0,ALTERNATIVE_PAYMENT,1807.01,0.0,True
EVT_00005038,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,3,4266.21,CUS_001821,MER_00187,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005077,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,3,5797.34,CUS_000229,MER_00121,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005109,SUBSCRIPTION_FAILURE,,CARD,0,3341.36,CUS_001520,MER_00198,0,False,False,ALTERNATIVE_PAYMENT,3341.36,1.0,ALTERNATIVE_PAYMENT,3341.36,0.0,True
EVT_00005116,CHECKOUT_ABANDONMENT,,CARD,0,10309.04,CUS_001675,MER_00145,404,True,False,RECOVERY_REMINDER,10309.04,1.0,ALTERNATIVE_PAYMENT,10309.04,0.0,False
EVT_00005120,PAYMENT_FAILURE,NETWORK_ERROR,CARD,2,6580.02,CUS_000944,MER_00086,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005127,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,0,7837.28,CUS_000504,MER_00188,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005133,PAYMENT_FAILURE,TIMEOUT,WALLET,1,2015.62,CUS_001182,MER_00064,0,False,False,ALTERNATIVE_PAYMENT,2015.62,1.0,ALTERNATIVE_PAYMENT,2015.62,0.0,True
EVT_00005144,CHECKOUT_ABANDONMENT,,NETBANKING,0,2949.35,CUS_000939,MER_00185,866,True,False,RECOVERY_REMINDER,2949.35,1.0,ALTERNATIVE_PAYMENT,2949.35,0.0,False
EVT_00005148,PAYMENT_FAILURE,NETWORK_ERROR,CARD,1,340.54,CUS_001401,MER_00161,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005156,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,0,1351.02,CUS_000761,MER_00132,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,1351.02,1351.02,False
EVT_00005167,SUBSCRIPTION_FAILURE,,UPI,0,5293.9,CUS_000912,MER_00147,0,False,False,ALTERNATIVE_PAYMENT,5293.9,1.0,ALTERNATIVE_PAYMENT,5293.9,0.0,True
EVT_00005170,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,2,3042.39,CUS_000348,MER_00070,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,3042.39,3042.39,False
EVT_00005193,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,0,2458.48,CUS_000214,MER_00197,0,False,False,ALTERNATIVE_PAYMENT,2458.48,1.0,ALTERNATIVE_PAYMENT,2458.48,0.0,True
EVT_00005198,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,2,7086.08,CUS_000435,MER_00096,0,False,False,ALTERNATIVE_PAYMENT,7086.08,1.0,ALTERNATIVE_PAYMENT,7086.08,0.0,True
EVT_00005199,PAYMENT_FAILURE,TIMEOUT,UPI,0,1816.57,CUS_001049,MER_00039,0,False,False,ALTERNATIVE_PAYMENT,1816.57,1.0,ALTERNATIVE_PAYMENT,1816.57,0.0,True
EVT_00005217,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,0,7792.89,CUS_000006,MER_00043,0,False,False,ALTERNATIVE_PAYMENT,7792.89,1.0,ALTERNATIVE_PAYMENT,7792.89,0.0,True
EVT_00005220,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,3,2611.51,CUS_001121,MER_00170,0,False,False,ALTERNATIVE_PAYMENT,2611.51,1.0,ALTERNATIVE_PAYMENT,2611.51,0.0,True
EVT_00005228,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,3,4005.92,CUS_001566,MER_00133,0,False,False,ALTERNATIVE_PAYMENT,4005.92,1.0,ALTERNATIVE_PAYMENT,4005.92,0.0,True
EVT_00005241,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,WALLET,1,6919.37,CUS_000370,MER_00013,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,6919.37,6919.37,False
EVT_00005242,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,2,2962.61,CUS_000531,MER_00090,0,False,False,ALTERNATIVE_PAYMENT,2962.61,1.0,ALTERNATIVE_PAYMENT,2962.61,0.0,True
EVT_00005245,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,1,1322.46,CUS_001701,MER_00135,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,1322.46,1322.46,False
EVT_00005247,CHECKOUT_ABANDONMENT,,UPI,0,14571.64,CUS_000405,MER_00175,631,False,False,RECOVERY_REMINDER,14571.64,1.0,RECOVERY_REMINDER,14571.64,0.0,True
EVT_00005249,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,2,6820.96,CUS_000250,MER_00125,0,False,False,ALTERNATIVE_PAYMENT,6820.96,1.0,ALTERNATIVE_PAYMENT,6820.96,0.0,True
EVT_00005251,PAYMENT_FAILURE,NETWORK_ERROR,CARD,1,7645.82,CUS_000220,MER_00022,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RETRY_LATER,7645.82,7645.82,False
EVT_00005264,CHECKOUT_ABANDONMENT,,UPI,0,8537.8,CUS_000446,MER_00117,97,True,False,RECOVERY_REMINDER,8537.8,1.0,ALTERNATIVE_PAYMENT,8537.8,0.0,False
EVT_00005267,CHECKOUT_ABANDONMENT,,UPI,0,3716.67,CUS_001153,MER_00014,885,True,False,RECOVERY_REMINDER,3716.67,1.0,ALTERNATIVE_PAYMENT,3716.67,0.0,False
EVT_00005274,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,4784.68,CUS_001043,MER_00169,0,False,False,ALTERNATIVE_PAYMENT,4784.68,1.0,ALTERNATIVE_PAYMENT,4784.68,0.0,True
EVT_00005283,PAYMENT_FAILURE,ISSUER_DECLINE,WALLET,0,1722.68,CUS_001422,MER_00083,0,False,False,ALTERNATIVE_PAYMENT,1722.68,1.0,ALTERNATIVE_PAYMENT,1722.68,0.0,True
EVT_00005285,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,1,3977.69,CUS_000013,MER_00072,0,False,False,ALTERNATIVE_PAYMENT,3977.69,1.0,ALTERNATIVE_PAYMENT,3977.69,0.0,True
EVT_00005289,PAYMENT_FAILURE,TIMEOUT,UPI,3,8590.73,CUS_000192,MER_00147,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005295,SUBSCRIPTION_FAILURE,,UPI,0,8302.96,CUS_001695,MER_00153,0,False,False,ALTERNATIVE_PAYMENT,8302.96,1.0,ALTERNATIVE_PAYMENT,8302.96,0.0,True
EVT_00005302,PAYMENT_FAILURE,TIMEOUT,CARD,2,11704.0,CUS_000643,MER_00040,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005313,CHECKOUT_ABANDONMENT,,UPI,0,2943.63,CUS_001891,MER_00089,893,True,True,RECOVERY_REMINDER,2943.63,1.0,ALTERNATIVE_PAYMENT,2943.63,0.0,False
EVT_00005319,CHECKOUT_ABANDONMENT,,UPI,0,20143.37,CUS_001709,MER_00014,99,True,False,RECOVERY_REMINDER,20143.37,1.0,ALTERNATIVE_PAYMENT,20143.37,0.0,False
EVT_00005321,PAYMENT_FAILURE,TIMEOUT,CARD,2,133156.89,CUS_000184,MER_00197,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,133156.89,133156.89,False
EVT_00005329,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,3,2949.58,CUS_000641,MER_00020,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005348,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,16776.06,CUS_001804,MER_00060,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005354,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,1,2399.7,CUS_001127,MER_00112,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005356,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,0,20431.11,CUS_000905,MER_00083,0,False,False,ALTERNATIVE_PAYMENT,20431.11,1.0,ALTERNATIVE_PAYMENT,20431.11,0.0,True
EVT_00005358,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,0,1262.79,CUS_001203,MER_00188,0,False,False,ALTERNATIVE_PAYMENT,1262.79,1.0,ALTERNATIVE_PAYMENT,1262.79,0.0,True
EVT_00005361,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,9151.86,CUS_001940,MER_00045,0,False,False,ALTERNATIVE_PAYMENT,9151.86,1.0,ALTERNATIVE_PAYMENT,9151.86,0.0,True
EVT_00005367,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,2805.87,CUS_001049,MER_00140,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005373,PAYMENT_FAILURE,TIMEOUT,NETBANKING,3,9390.78,CUS_000286,MER_00060,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005375,PAYMENT_FAILURE,TIMEOUT,UPI,2,5063.69,CUS_000993,MER_00192,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,5063.69,5063.69,False
EVT_00005377,CHECKOUT_ABANDONMENT,,UPI,0,10655.4,CUS_000727,MER_00158,511,True,False,RECOVERY_REMINDER,0.0,0.0,ALTERNATIVE_PAYMENT,10655.4,10655.4,False
EVT_00005379,CHECKOUT_ABANDONMENT,,NETBANKING,0,27543.57,CUS_000165,MER_00122,578,True,False,RECOVERY_REMINDER,27543.57,1.0,ALTERNATIVE_PAYMENT,27543.57,0.0,False
EVT_00005389,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,11008.27,CUS_001316,MER_00025,0,False,False,ALTERNATIVE_PAYMENT,11008.27,1.0,ALTERNATIVE_PAYMENT,11008.27,0.0,True
EVT_00005391,SUBSCRIPTION_FAILURE,,UPI,0,842.41,CUS_000210,MER_00078,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005401,PAYMENT_FAILURE,NETWORK_ERROR,UPI,3,3102.93,CUS_000226,MER_00143,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,3102.93,3102.93,False
EVT_00005404,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,0,5019.12,CUS_000634,MER_00146,0,False,False,ALTERNATIVE_PAYMENT,5019.12,1.0,ALTERNATIVE_PAYMENT,5019.12,0.0,True
EVT_00005410,PAYMENT_FAILURE,TIMEOUT,NETBANKING,1,2311.11,CUS_001486,MER_00122,0,False,False,ALTERNATIVE_PAYMENT,2311.11,1.0,ALTERNATIVE_PAYMENT,2311.11,0.0,True
EVT_00005412,CHECKOUT_ABANDONMENT,,WALLET,0,1875.16,CUS_001868,MER_00118,553,True,False,RECOVERY_REMINDER,1875.16,1.0,ALTERNATIVE_PAYMENT,1875.16,0.0,False
EVT_00005415,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,2,6653.09,CUS_001937,MER_00056,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,6653.09,6653.09,False
EVT_00005420,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,4819.16,CUS_000837,MER_00096,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005428,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,8856.13,CUS_000143,MER_00045,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005429,SUBSCRIPTION_FAILURE,,UPI,0,3257.34,CUS_001770,MER_00003,0,False,False,ALTERNATIVE_PAYMENT,3257.34,1.0,ALTERNATIVE_PAYMENT,3257.34,0.0,True
EVT_00005436,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,NETBANKING,0,4466.18,CUS_000326,MER_00018,0,False,False,ALTERNATIVE_PAYMENT,4466.18,1.0,ALTERNATIVE_PAYMENT,4466.18,0.0,True
EVT_00005456,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,1,4169.73,CUS_000598,MER_00060,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,4169.73,4169.73,False
EVT_00005457,PAYMENT_FAILURE,PAYMENT_LIMIT,WALLET,3,3230.86,CUS_000412,MER_00156,0,False,False,ALTERNATIVE_PAYMENT,3230.86,1.0,ALTERNATIVE_PAYMENT,3230.86,0.0,True
EVT_00005458,CHECKOUT_ABANDONMENT,,NETBANKING,0,3982.34,CUS_001036,MER_00080,92,True,False,RECOVERY_REMINDER,3982.34,1.0,ALTERNATIVE_PAYMENT,3982.34,0.0,False
EVT_00005459,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,1,9881.4,CUS_000354,MER_00178,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005477,PAYMENT_FAILURE,NETWORK_ERROR,UPI,3,14497.19,CUS_000079,MER_00088,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,14497.19,14497.19,False
EVT_00005481,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,1,15267.58,CUS_000196,MER_00160,0,False,False,ALTERNATIVE_PAYMENT,15267.58,1.0,ALTERNATIVE_PAYMENT,15267.58,0.0,True
EVT_00005488,PAYMENT_FAILURE,TIMEOUT,NETBANKING,1,5960.15,CUS_001713,MER_00122,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,5960.15,5960.15,False
EVT_00005489,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,2,1538.56,CUS_001275,MER_00176,0,False,False,ALTERNATIVE_PAYMENT,1538.56,1.0,ALTERNATIVE_PAYMENT,1538.56,0.0,True
EVT_00005497,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,NETBANKING,1,1918.23,CUS_001097,MER_00191,0,False,False,ALTERNATIVE_PAYMENT,1918.23,1.0,ALTERNATIVE_PAYMENT,1918.23,0.0,True
EVT_00005502,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,974.01,CUS_000362,MER_00074,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,974.01,974.01,False
EVT_00005509,PAYMENT_FAILURE,TIMEOUT,UPI,1,6029.93,CUS_000425,MER_00043,0,False,False,ALTERNATIVE_PAYMENT,6029.93,1.0,ALTERNATIVE_PAYMENT,6029.93,0.0,True
EVT_00005528,CHECKOUT_ABANDONMENT,,CARD,0,2191.33,CUS_001908,MER_00013,20,True,False,RECOVERY_REMINDER,2191.33,1.0,ALTERNATIVE_PAYMENT,2191.33,0.0,False
EVT_00005530,SUBSCRIPTION_FAILURE,,NETBANKING,0,2867.93,CUS_001199,MER_00182,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RETRY_LATER,2867.93,2867.93,False
EVT_00005540,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,1,395.91,CUS_000315,MER_00147,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005544,SUBSCRIPTION_FAILURE,,WALLET,0,19324.59,CUS_000189,MER_00179,0,False,False,ALTERNATIVE_PAYMENT,19324.59,1.0,ALTERNATIVE_PAYMENT,19324.59,0.0,True
EVT_00005553,SUBSCRIPTION_FAILURE,,CARD,0,2463.08,CUS_000305,MER_00091,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RETRY_LATER,2463.08,2463.08,False
EVT_00005565,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,NETBANKING,3,1953.18,CUS_000252,MER_00105,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005566,SUBSCRIPTION_FAILURE,,UPI,0,2818.35,CUS_000036,MER_00017,0,False,False,ALTERNATIVE_PAYMENT,2818.35,1.0,ALTERNATIVE_PAYMENT,2818.35,0.0,True
EVT_00005589,PAYMENT_FAILURE,TIMEOUT,WALLET,1,18539.89,CUS_000255,MER_00194,0,False,False,ALTERNATIVE_PAYMENT,18539.89,1.0,ALTERNATIVE_PAYMENT,18539.89,0.0,True
EVT_00005604,CHECKOUT_ABANDONMENT,,CARD,0,4404.23,CUS_000719,MER_00142,121,True,False,RECOVERY_REMINDER,4404.23,1.0,ALTERNATIVE_PAYMENT,4404.23,0.0,False
EVT_00005610,SUBSCRIPTION_FAILURE,,WALLET,0,2835.32,CUS_000968,MER_00106,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005618,CHECKOUT_ABANDONMENT,,CARD,0,4982.45,CUS_001223,MER_00001,284,True,False,RECOVERY_REMINDER,4982.45,1.0,ALTERNATIVE_PAYMENT,4982.45,0.0,False
EVT_00005642,SUBSCRIPTION_FAILURE,,NETBANKING,0,33633.03,CUS_001590,MER_00064,0,False,False,ALTERNATIVE_PAYMENT,33633.03,1.0,ALTERNATIVE_PAYMENT,33633.03,0.0,True
EVT_00005646,CHECKOUT_ABANDONMENT,,CARD,0,2094.07,CUS_000933,MER_00023,209,True,False,RECOVERY_REMINDER,2094.07,1.0,ALTERNATIVE_PAYMENT,2094.07,0.0,False
EVT_00005656,SUBSCRIPTION_FAILURE,,UPI,0,4928.25,CUS_001803,MER_00082,0,False,False,ALTERNATIVE_PAYMENT,4928.25,1.0,ALTERNATIVE_PAYMENT,4928.25,0.0,True
EVT_00005661,CHECKOUT_ABANDONMENT,,CARD,0,6532.47,CUS_001590,MER_00103,91,True,True,RECOVERY_REMINDER,6532.47,1.0,ALTERNATIVE_PAYMENT,6532.47,0.0,False
EVT_00005680,CHECKOUT_ABANDONMENT,,UPI,0,2206.95,CUS_001611,MER_00035,52,False,False,RECOVERY_REMINDER,0.0,0.0,ALTERNATIVE_PAYMENT,2206.95,2206.95,False
EVT_00005683,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,1,5168.57,CUS_001161,MER_00127,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005687,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,0,4031.43,CUS_000487,MER_00124,0,False,False,ALTERNATIVE_PAYMENT,4031.43,1.0,ALTERNATIVE_PAYMENT,4031.43,0.0,True
EVT_00005693,CHECKOUT_ABANDONMENT,,CARD,0,1934.04,CUS_001886,MER_00137,891,False,False,RECOVERY_REMINDER,0.0,0.0,ALTERNATIVE_PAYMENT,1934.04,1934.04,False
EVT_00005695,CHECKOUT_ABANDONMENT,,CARD,0,6517.36,CUS_001306,MER_00197,124,True,False,RECOVERY_REMINDER,6517.36,1.0,ALTERNATIVE_PAYMENT,6517.36,0.0,False
EVT_00005698,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,3,19560.34,CUS_000662,MER_00027,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005706,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,CARD,0,11496.89,CUS_001390,MER_00114,0,False,False,ALTERNATIVE_PAYMENT,11496.89,1.0,ALTERNATIVE_PAYMENT,11496.89,0.0,True
EVT_00005712,PAYMENT_FAILURE,TIMEOUT,CARD,0,5501.17,CUS_001466,MER_00018,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RETRY_LATER,5501.17,5501.17,False
EVT_00005733,SUBSCRIPTION_FAILURE,,UPI,0,33069.78,CUS_001066,MER_00136,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,33069.78,33069.78,False
EVT_00005738,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,12631.16,CUS_000518,MER_00140,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005748,CHECKOUT_ABANDONMENT,,UPI,0,5931.8,CUS_001213,MER_00042,692,True,False,RECOVERY_REMINDER,0.0,0.0,ALTERNATIVE_PAYMENT,5931.8,5931.8,False
EVT_00005750,SUBSCRIPTION_FAILURE,,UPI,0,2336.76,CUS_001588,MER_00168,0,False,False,ALTERNATIVE_PAYMENT,2336.76,1.0,ALTERNATIVE_PAYMENT,2336.76,0.0,True
EVT_00005764,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,0,3719.49,CUS_000615,MER_00164,0,False,False,ALTERNATIVE_PAYMENT,3719.49,1.0,ALTERNATIVE_PAYMENT,3719.49,0.0,True
EVT_00005774,CHECKOUT_ABANDONMENT,,NETBANKING,0,18289.6,CUS_000155,MER_00096,850,True,False,RECOVERY_REMINDER,18289.6,1.0,ALTERNATIVE_PAYMENT,18289.6,0.0,False
EVT_00005780,CHECKOUT_ABANDONMENT,,WALLET,0,4344.81,CUS_000920,MER_00071,141,True,False,RECOVERY_REMINDER,4344.81,1.0,ALTERNATIVE_PAYMENT,4344.81,0.0,False
EVT_00005784,CHECKOUT_ABANDONMENT,,CARD,0,11168.39,CUS_000377,MER_00050,756,True,True,RECOVERY_REMINDER,0.0,0.0,ALTERNATIVE_PAYMENT,11168.39,11168.39,False
EVT_00005799,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,1,8958.92,CUS_000839,MER_00177,0,False,False,ALTERNATIVE_PAYMENT,8958.92,1.0,ALTERNATIVE_PAYMENT,8958.92,0.0,True
EVT_00005800,CHECKOUT_ABANDONMENT,,UPI,0,5870.12,CUS_000968,MER_00045,165,False,True,RECOVERY_REMINDER,5870.12,1.0,ALTERNATIVE_PAYMENT,5870.12,0.0,False
EVT_00005803,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,1,6978.37,CUS_001347,MER_00014,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,6978.37,6978.37,False
EVT_00005821,PAYMENT_FAILURE,TIMEOUT,CARD,1,8701.46,CUS_000350,MER_00143,0,False,False,ALTERNATIVE_PAYMENT,8701.46,1.0,ALTERNATIVE_PAYMENT,8701.46,0.0,True
EVT_00005823,PAYMENT_FAILURE,TIMEOUT,CARD,0,5705.42,CUS_000843,MER_00003,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,5705.42,5705.42,False
EVT_00005825,PAYMENT_FAILURE,ISSUER_DECLINE,WALLET,2,10975.68,CUS_001708,MER_00032,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005830,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,1,10643.04,CUS_001055,MER_00174,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RETRY_LATER,10643.04,10643.04,False
EVT_00005833,CHECKOUT_ABANDONMENT,,UPI,0,4082.08,CUS_001232,MER_00073,722,True,False,RECOVERY_REMINDER,4082.08,1.0,ALTERNATIVE_PAYMENT,4082.08,0.0,False
EVT_00005846,PAYMENT_FAILURE,TIMEOUT,UPI,3,1508.81,CUS_001790,MER_00118,0,False,False,ALTERNATIVE_PAYMENT,1508.81,1.0,ALTERNATIVE_PAYMENT,1508.81,0.0,True
EVT_00005847,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,WALLET,0,2543.64,CUS_000890,MER_00200,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,2543.64,2543.64,False
EVT_00005867,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,1,9731.85,CUS_001607,MER_00179,0,False,False,ALTERNATIVE_PAYMENT,9731.85,1.0,ALTERNATIVE_PAYMENT,9731.85,0.0,True
EVT_00005873,SUBSCRIPTION_FAILURE,,WALLET,0,2793.22,CUS_000843,MER_00127,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RETRY_LATER,2793.22,2793.22,False
EVT_00005882,PAYMENT_FAILURE,TIMEOUT,CARD,2,10442.9,CUS_000129,MER_00075,0,False,False,ALTERNATIVE_PAYMENT,10442.9,1.0,ALTERNATIVE_PAYMENT,10442.9,0.0,True
