customer_id,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,previous_recovery_success_rate,days_since_last_success,preferred_payment_method
CUS_000761,288,11,11,0,1.0,2351.43,0.5115,25,UPI
CUS_000762,842,35,29,6,0.8286,3177.07,0.5135,33,NETBANKING
CUS_000763,1425,29,25,4,0.8621,5236.47,0.6917,44,UPI
CUS_000764,1406,3,3,0,1.0,4080.78,0.4713,9,CARD
CUS_000765,560,17,17,0,1.0,1831.42,0.4355,28,UPI
CUS_000766,1177,43,34,9,0.7907,1822.67,0.7497,14,CARD
CUS_000767,930,30,25,5,0.8333,839.68,0.76,69,CARD
CUS_000768,734,79,73,6,0.9241,371.02,0.8793,44,UPI
CUS_000769,235,38,32,6,0.8421,4049.74,0.8579,54,UPI
CUS_000770,583,76,66,10,0.8684,28796.73,0.8613,7,UPI
CUS_000771,988,53,38,15,0.717,18944.26,0.883,51,UPI
CUS_000772,1480,4,4,0,1.0,2057.5,0.5733,64,CARD
CUS_000773,37,17,16,1,0.9412,5073.34,0.7944,62,UPI
CUS_000774,1085,56,55,1,0.9821,1394.33,0.8476,71,UPI
CUS_000775,1274,44,43,1,0.9773,1575.21,0.6554,10,UPI
CUS_000776,1428,24,21,3,0.875,1726.51,0.7776,49,UPI
CUS_000777,652,42,38,4,0.9048,3757.22,0.5545,43,UPI
CUS_000778,204,72,63,9,0.875,3888.84,0.8504,80,CARD
CUS_000779,428,31,29,2,0.9355,5508.21,0.9541,62,UPI
CUS_000780,1280,4,4,0,1.0,7649.58,0.7136,85,WALLET
CUS_000781,1320,25,23,2,0.92,3436.91,0.8905,2,CARD
CUS_000782,966,74,63,11,0.8514,4632.23,0.4945,40,UPI
CUS_000783,210,61,51,10,0.8361,1875.79,0.7281,63,NETBANKING
CUS_000784,209,67,57,10,0.8507,1534.92,0.5036,8,CARD
CUS_000785,732,73,70,3,0.9589,1356.49,0.6299,58,CARD
CUS_000786,894,10,8,2,0.8,7564.57,0.7961,20,UPI
CUS_000787,77,23,18,5,0.7826,3434.09,0.6769,6,CARD
CUS_000788,1038,5,5,0,1.0,1007.21,0.6538,59,UPI
CUS_000789,830,1,1,0,1.0,4278.52,0.9893,38,CARD
CUS_000790,48,66,54,12,0.8182,1657.02,0.6609,36,UPI
CUS_000791,170,75,67,8,0.8933,16985.85,0.7079,29,UPI
CUS_000792,697,13,10,3,0.7692,2832.1,0.622,61,CARD
CUS_000793,1092,58,55,3,0.9483,7762.33,0.7627,55,UPI
CUS_000794,1243,43,39,4,0.907,10753.68,0.6787,60,UPI
CUS_000795,664,6,5,1,0.8333,2096.22,0.6199,70,NETBANKING
CUS_000796,464,73,70,3,0.9589,4782.27,0.8408,54,UPI
CUS_000797,1453,69,64,5,0.9275,7006.59,0.8582,6,UPI
CUS_000798,704,45,42,3,0.9333,4935.8,0.6128,14,UPI
CUS_000799,493,56,52,4,0.9286,6007.2,0.6575,89,WALLET
CUS_000800,680,32,21,11,0.6562,1553.29,0.6041,25,CARD
CUS_000801,47,63,47,16,0.746,7009.78,0.598,38,CARD
CUS_000802,473,36,30,6,0.8333,3050.01,0.8816,34,NETBANKING
CUS_000803,787,79,73,6,0.9241,5951.47,0.5106,89,CARD
CUS_000804,1380,5,4,1,0.8,9393.97,0.41,74,NETBANKING
CUS_000805,1115,14,14,0,1.0,7683.88,0.8676,43,CARD
CUS_000806,1178,77,67,10,0.8701,5947.99,0.2686,61,NETBANKING
CUS_000807,831,23,15,8,0.6522,7521.61,0.6762,49,CARD
CUS_000808,192,25,25,0,1.0,7805.33,0.9446,58,UPI
CUS_000809,604,63,55,8,0.873,14886.85,0.7037,85,UPI
CUS_000810,1495,15,13,2,0.8667,4379.07,0.6488,60,UPI
CUS_000811,94,41,39,2,0.9512,5130.7,0.8955,10,CARD
CUS_000812,1322,23,20,3,0.8696,9485.18,0.334,45,WALLET
CUS_000813,1036,16,15,1,0.9375,3039.73,0.5737,73,CARD
CUS_000814,447,77,71,6,0.9221,1546.3,0.7711,3,CARD
CUS_000815,1173,16,14,2,0.875,6676.95,0.7971,32,CARD
CUS_000816,1260,8,8,0,1.0,3816.21,0.5857,18,NETBANKING
CUS_000817,93,54,50,4,0.9259,1712.67,0.7993,64,CARD
CUS_000818,186,69,52,17,0.7536,6716.12,0.9589,12,UPI
CUS_000819,1008,11,11,0,1.0,14139.66,0.6855,56,CARD
CUS_000820,1498,56,49,7,0.875,1221.75,0.9426,5,UPI
CUS_000821,65,43,39,4,0.907,10195.41,0.8533,83,UPI
CUS_000822,1008,66,39,27,0.5909,591.21,0.6278,28,UPI
CUS_000823,230,11,9,2,0.8182,3266.92,0.89,36,UPI
CUS_000824,985,78,73,5,0.9359,19618.84,0.744,70,UPI
CUS_000825,946,49,44,5,0.898,3460.52,0.6276,34,UPI
CUS_000826,162,67,57,10,0.8507,4835.71,0.7318,10,NETBANKING
CUS_000827,1030,29,21,8,0.7241,8284.37,0.4549,81,UPI
CUS_000828,1348,75,66,9,0.88,1139.85,0.5233,10,NETBANKING
CUS_000829,1299,50,39,11,0.78,4767.17,0.3192,44,UPI
CUS_000830,72,11,11,0,1.0,4737.21,0.7072,11,WALLET
CUS_000831,391,73,55,18,0.7534,19964.07,0.7272,62,CARD
CUS_000832,384,63,60,3,0.9524,1674.45,0.4973,24,NETBANKING
CUS_000833,696,24,21,3,0.875,3316.29,0.5593,83,CARD
CUS_000834,240,44,43,1,0.9773,2141.26,0.8044,18,CARD
CUS_000835,1285,31,26,5,0.8387,1967.08,0.9566,60,UPI
CUS_000836,1171,43,33,10,0.7674,11089.51,0.6454,1,UPI
CUS_000837,1218,77,68,9,0.8831,4596.98,0.8678,10,CARD
CUS_000838,321,72,68,4,0.9444,2885.28,0.5106,24,UPI
CUS_000839,51,18,17,1,0.9444,2973.68,0.6403,79,UPI
CUS_000840,1368,77,61,16,0.7922,2867.66,0.9232,89,NETBANKING
CUS_000841,454,35,27,8,0.7714,3080.32,0.7588,55,UPI
CUS_000842,994,56,46,10,0.8214,1636.44,0.5564,30,CARD
CUS_000843,1366,61,50,11,0.8197,3658.65,0.399,28,UPI
CUS_000844,83,39,29,10,0.7436,3376.07,0.5171,19,UPI
CUS_000845,38,37,32,5,0.8649,2454.3,0.1686,30,UPI
CUS_000846,37,37,33,4,0.8919,5094.26,0.7454,44,CARD
CUS_000847,259,69,61,8,0.8841,5452.04,0.5548,61,NETBANKING
CUS_000848,105,31,27,4,0.871,2882.79,0.8245,20,NETBANKING
CUS_000849,1235,23,20,3,0.8696,4009.92,0.9839,3,UPI
CUS_000850,920,29,26,3,0.8966,25304.35,0.823,50,UPI
CUS_000851,1470,16,13,3,0.8125,24542.93,0.771,21,NETBANKING
CUS_000852,1208,31,28,3,0.9032,1936.35,0.8339,36,UPI
CUS_000853,1445,10,9,1,0.9,2165.21,0.8516,64,UPI
CUS_000854,380,8,7,1,0.875,1928.14,0.8635,80,CARD
CUS_000855,453,58,40,18,0.6897,10482.64,0.73,48,CARD
CUS_000856,1278,7,6,1,0.8571,3271.52,0.5396,83,UPI
CUS_000857,389,45,42,3,0.9333,5451.1,0.753,24,UPI
CUS_000858,114,62,58,4,0.9355,22234.64,0.734,64,WALLET
CUS_000859,1013,58,55,3,0.9483,4462.48,0.719,88,WALLET
CUS_000860,1207,36,29,7,0.8056,7917.51,0.7013,19,CARD
CUS_000861,1453,16,14,2,0.875,6823.78,0.7244,66,CARD
CUS_000862,1393,74,67,7,0.9054,2810.9,0.832,42,WALLET
CUS_000863,206,66,57,9,0.8636,10500.33,0.906,79,CARD
CUS_000864,1164,49,48,1,0.9796,2280.32,0.9039,27,CARD
CUS_000865,1273,7,7,0,1.0,13144.21,0.9182,86,CARD
CUS_000866,1056,3,3,0,1.0,2812.62,0.8648,71,UPI
CUS_000867,1235,25,19,6,0.76,3070.08,0.6663,63,NETBANKING
CUS_000868,1261,13,10,3,0.7692,1883.79,0.7198,2,CARD
CUS_000869,686,68,63,5,0.9265,2148.29,0.7243,7,UPI
CUS_000870,89,17,16,1,0.9412,3198.45,0.91,59,CARD
CUS_000871,700,23,22,1,0.9565,643.39,0.8311,43,NETBANKING
CUS_000872,326,78,76,2,0.9744,3733.74,0.9457,29,UPI
CUS_000873,197,65,61,4,0.9385,2997.26,0.8524,75,CARD
CUS_000874,213,18,15,3,0.8333,8466.24,0.8699,43,UPI
CUS_000875,1055,31,26,5,0.8387,6312.06,0.3496,41,CARD
CUS_000876,771,41,40,1,0.9756,2554.78,0.9127,29,WALLET
CUS_000877,823,53,49,4,0.9245,3118.14,0.7588,88,NETBANKING
CUS_000878,1125,74,71,3,0.9595,3729.91,0.8932,32,NETBANKING
CUS_000879,835,69,52,17,0.7536,14773.61,0.5846,23,CARD
CUS_000880,956,78,75,3,0.9615,2330.85,0.3968,60,CARD
CUS_000881,156,4,3,1,0.75,2530.13,0.6992,3,CARD
CUS_000882,1281,19,17,2,0.8947,1824.33,0.592,53,UPI
CUS_000883,689,45,40,5,0.8889,1374.99,0.8671,50,CARD
CUS_000884,258,4,3,1,0.75,5752.76,0.7275,21,CARD
CUS_000885,1225,29,26,3,0.8966,5293.08,0.6565,69,CARD
CUS_000886,1109,13,10,3,0.7692,12557.11,0.4649,3,UPI
CUS_000887,107,74,65,9,0.8784,10352.26,0.7681,88,UPI
CUS_000888,313,6,5,1,0.8333,30623.59,0.6112,77,UPI
CUS_000889,53,12,10,2,0.8333,4241.76,0.7099,15,UPI
CUS_000890,428,16,15,1,0.9375,3653.38,0.6707,44,UPI
CUS_000891,176,12,11,1,0.9167,1590.26,0.5178,17,UPI
CUS_000892,1073,45,39,6,0.8667,7856.49,0.776,55,NETBANKING
CUS_000893,798,29,26,3,0.8966,4947.61,0.9613,31,UPI
CUS_000894,1470,73,60,13,0.8219,7576.8,0.8824,43,NETBANKING
CUS_000895,1131,21,20,1,0.9524,1809.01,0.9605,86,UPI
CUS_000896,928,43,37,6,0.8605,5961.73,0.8852,55,NETBANKING
CUS_000897,778,53,50,3,0.9434,5302.81,0.9568,78,CARD
CUS_000898,110,50,43,7,0.86,5029.42,0.6357,56,WALLET
CUS_000899,133,63,51,12,0.8095,2605.08,0.7216,42,NETBANKING
CUS_000900,935,16,14,2,0.875,11652.69,0.8387,1,CARD
CUS_000901,36,41,30,11,0.7317,23203.97,0.7464,8,UPI
CUS_000902,92,64,54,10,0.8438,1851.14,0.8195,47,CARD
CUS_000903,352,69,63,6,0.913,8007.93,0.7885,45,UPI
CUS_000904,1329,49,46,3,0.9388,450.14,0.7175,45,NETBANKING
CUS_000905,704,52,47,5,0.9038,7682.66,0.6044,76,NETBANKING
CUS_000906,1073,69,50,19,0.7246,1007.99,0.7616,8,UPI
CUS_000907,634,50,41,9,0.82,2956.79,0.8216,59,CARD
CUS_000908,284,75,53,22,0.7067,1574.06,0.8942,67,UPI
CUS_000909,575,11,10,1,0.9091,3787.05,0.7526,58,CARD
CUS_000910,164,28,22,6,0.7857,8803.17,0.7927,21,CARD
CUS_000911,1162,9,8,1,0.8889,1018.39,0.8953,36,CARD
CUS_000912,299,8,7,1,0.875,3375.33,0.3522,4,NETBANKING
CUS_000913,583,38,34,4,0.8947,2984.35,0.8988,15,UPI
CUS_000914,1470,18,16,2,0.8889,15941.35,0.8798,72,CARD
CUS_000915,900,33,29,4,0.8788,6356.55,0.5857,55,CARD
CUS_000916,704,35,32,3,0.9143,1754.71,0.7712,77,UPI
CUS_000917,828,50,41,9,0.82,3086.51,0.7497,62,UPI
CUS_000918,1182,75,60,15,0.8,15626.38,0.9249,21,UPI
CUS_000919,404,68,60,8,0.8824,7969.08,0.898,73,CARD
CUS_000920,965,30,27,3,0.9,2158.67,0.8111,61,NETBANKING
CUS_000921,1312,26,22,4,0.8462,3634.32,0.6028,17,UPI
CUS_000922,871,61,53,8,0.8689,3728.44,0.8177,0,UPI
CUS_000923,686,10,8,2,0.8,2926.16,0.4905,68,CARD
CUS_000924,243,43,38,5,0.8837,1145.58,0.8425,64,UPI
CUS_000925,394,34,28,6,0.8235,2616.87,0.6313,8,UPI
CUS_000926,1420,15,15,0,1.0,13673.19,0.7499,41,CARD
CUS_000927,825,49,39,10,0.7959,3317.34,0.7327,82,UPI
CUS_000928,472,26,24,2,0.9231,4143.23,0.8942,71,NETBANKING
CUS_000929,645,15,12,3,0.8,5035.42,0.5538,73,UPI
CUS_000930,879,52,48,4,0.9231,26538.34,0.6229,35,CARD
CUS_000931,820,14,13,1,0.9286,4532.06,0.7471,10,UPI
CUS_000932,1058,54,49,5,0.9074,10796.63,0.9669,31,UPI
CUS_000933,408,13,12,1,0.9231,2788.58,0.7596,61,CARD
CUS_000934,984,35,28,7,0.8,3656.69,0.7908,75,CARD
CUS_000935,680,64,58,6,0.9062,4545.42,0.7525,57,WALLET
CUS_000936,1412,19,13,6,0.6842,2422.43,0.8081,3,UPI
CUS_000937,262,61,46,15,0.7541,3823.26,0.5592,53,CARD
CUS_000938,248,58,48,10,0.8276,9157.0,0.3866,16,CARD
CUS_000939,708,72,67,5,0.9306,2372.12,0.6174,54,UPI
CUS_000940,777,14,12,2,0.8571,4500.32,0.6973,37,NETBANKING
CUS_000941,1045,57,43,14,0.7544,7933.26,0.7323,47,UPI
CUS_000942,623,74,61,13,0.8243,2326.82,0.5888,53,NETBANKING
CUS_000943,1373,61,60,1,0.9836,10809.32,0.8149,57,CARD
CUS_000944,727,15,12,3,0.8,4770.18,0.8541,0,UPI
CUS_000945,220,65,58,7,0.8923,3943.15,0.7578,86,CARD
CUS_000946,205,9,9,0,1.0,902.63,0.5771,51,UPI
CUS_000947,1460,47,47,0,1.0,3337.38,0.8065,45,CARD
CUS_000948,227,40,38,2,0.95,6057.83,0.9439,34,NETBANKING
CUS_000949,1423,42,41,1,0.9762,18180.57,0.7615,9,CARD
CUS_000950,438,42,36,6,0.8571,7087.9,0.6741,56,UPI
CUS_000951,167,3,3,0,1.0,11078.99,0.9377,32,UPI
CUS_000952,477,41,34,7,0.8293,1710.51,0.933,81,CARD
CUS_000953,933,75,72,3,0.96,4065.84,0.6427,59,CARD
CUS_000954,659,35,29,6,0.8286,11949.32,0.7935,39,CARD
CUS_000955,1184,22,21,1,0.9545,2211.99,0.45,2,UPI
CUS_000956,928,79,73,6,0.9241,9740.14,0.9158,49,CARD
CUS_000957,619,8,6,2,0.75,8090.83,0.895,76,CARD
CUS_000958,962,39,25,14,0.641,5606.11,0.6937,41,CARD
CUS_000959,1458,41,32,9,0.7805,3459.47,0.8749,58,UPI
CUS_000960,635,38,36,2,0.9474,2044.27,0.8546,10,CARD
CUS_000961,255,73,62,11,0.8493,18622.69,0.8897,36,UPI
CUS_000962,630,34,26,8,0.7647,7460.09,0.8569,71,NETBANKING
CUS_000963,1264,77,73,4,0.9481,5909.55,0.4277,38,NETBANKING
CUS_000964,349,6,6,0,1.0,3234.25,0.8793,79,NETBANKING
CUS_000965,1425,58,47,11,0.8103,4638.42,0.7342,36,UPI
CUS_000966,894,47,44,3,0.9362,5133.83,0.6674,73,CARD
CUS_000967,914,20,14,6,0.7,6196.46,0.5907,57,NETBANKING
CUS_000968,496,19,16,3,0.8421,8097.45,0.9029,85,UPI
CUS_000969,1383,57,49,8,0.8596,2406.32,0.7805,47,UPI
CUS_000970,83,51,44,7,0.8627,1392.08,0.9161,42,UPI
CUS_000971,469,49,35,14,0.7143,4813.87,0.5084,31,CARD
CUS_000972,645,5,5,0,1.0,1112.16,0.4326,58,UPI
CUS_000973,731,48,44,4,0.9167,3473.45,0.7585,88,UPI
CUS_000974,726,78,71,7,0.9103,2994.35,0.7104,15,CARD
CUS_000975,247,2,2,0,1.0,6669.04,0.9328,84,CARD
CUS_000976,361,38,33,5,0.8684,21980.49,0.7924,87,NETBANKING
CUS_000977,170,40,33,7,0.825,949.71,0.6346,69,CARD
CUS_000978,871,71,68,3,0.9577,27755.26,0.817,52,NETBANKING
CUS_000979,545,23,19,4,0.8261,3734.51,0.8118,77,CARD
CUS_000980,861,38,37,1,0.9737,5943.66,0.5286,23,NETBANKING
CUS_000981,896,57,53,4,0.9298,1450.94,0.7841,57,UPI
CUS_000982,1061,5,4,1,0.8,9989.9,0.4254,72,NETBANKING
CUS_000983,834,64,56,8,0.875,4651.81,0.8892,72,NETBANKING
CUS_000984,982,65,58,7,0.8923,4284.07,0.6682,52,CARD
CUS_000985,893,57,48,9,0.8421,955.2,0.6526,34,UPI
CUS_000986,989,52,43,9,0.8269,4773.67,0.625,85,UPI
CUS_000987,936,60,50,10,0.8333,8852.86,0.7082,60,UPI
CUS_000988,494,62,56,6,0.9032,3724.95,0.7421,69,UPI
CUS_000989,392,72,63,9,0.875,11512.54,0.6934,56,UPI
CUS_000990,1187,34,31,3,0.9118,11138.34,0.9083,78,UPI
CUS_000991,533,37,34,3,0.9189,2694.47,0.1897,42,UPI
CUS_000992,837,51,40,11,0.7843,16121.74,0.7168,49,NETBANKING
CUS_000993,319,16,14,2,0.875,4666.05,0.9529,72,CARD
CUS_000994,664,68,58,10,0.8529,4682.69,0.5197,46,NETBANKING
CUS_000995,808,61,37,24,0.6066,4870.82,0.8133,22,UPI
CUS_000996,950,50,43,7,0.86,4756.59,0.8527,68,UPI
CUS_000997,803,24,21,3,0.875,548.8,0.2384,33,UPI
CUS_000998,560,28,27,1,0.9643,3879.37,0.7863,9,NETBANKING
CUS_000999,1443,35,29,6,0.8286,1511.22,0.5885,33,UPI
CUS_001000,783,53,40,13,0.7547,16529.49,0.7933,4,CARD
CUS_001001,1218,62,53,9,0.8548,16005.68,0.9004,79,UPI
CUS_001002,1112,54,53,1,0.9815,8896.23,0.8663,88,UPI
CUS_001003,850,74,70,4,0.9459,3718.44,0.567,23,UPI
CUS_001004,1333,76,67,9,0.8816,2009.06,0.8078,82,CARD
CUS_001005,218,56,44,12,0.7857,2659.17,0.6496,64,UPI
CUS_001006,1383,30,26,4,0.8667,21289.01,0.7253,86,NETBANKING
CUS_001007,1279,48,44,4,0.9167,2586.54,0.9356,14,UPI
CUS_001008,770,34,32,2,0.9412,683.59,0.9588,5,UPI
CUS_001009,1108,50,47,3,0.94,10259.56,0.871,82,UPI
CUS_001010,794,65,65,0,1.0,14946.54,0.6519,24,WALLET
CUS_001011,425,30,26,4,0.8667,16970.05,0.7756,53,CARD
CUS_001012,1205,40,31,9,0.775,10326.94,0.7881,81,CARD
CUS_001013,391,4,3,1,0.75,11766.93,0.6305,30,CARD
CUS_001014,492,59,52,7,0.8814,4694.66,0.7983,8,NETBANKING
CUS_001015,793,39,38,1,0.9744,854.74,0.8708,71,UPI
CUS_001016,1260,37,36,1,0.973,4601.5,0.8095,40,CARD
CUS_001017,594,43,41,2,0.9535,7398.93,0.8615,2,NETBANKING
CUS_001018,756,18,15,3,0.8333,4038.45,0.4458,30,UPI
CUS_001019,91,48,43,5,0.8958,3893.89,0.6032,47,UPI
CUS_001020,200,59,50,9,0.8475,2080.86,0.7449,79,CARD
CUS_001021,112,28,25,3,0.8929,2019.17,0.8577,20,UPI
CUS_001022,135,11,10,1,0.9091,19581.71,0.8256,46,UPI
CUS_001023,1306,31,29,2,0.9355,20157.06,0.7672,16,UPI
CUS_001024,1267,16,16,0,1.0,4490.48,0.9059,26,UPI
CUS_001025,1238,30,25,5,0.8333,5636.69,0.5199,23,CARD
CUS_001026,111,50,48,2,0.96,2053.18,0.7375,47,CARD
CUS_001027,144,9,8,1,0.8889,7524.3,0.8313,59,CARD
CUS_001028,442,60,56,4,0.9333,18389.81,0.6531,10,CARD
CUS_001029,860,18,17,1,0.9444,1324.05,0.7645,6,UPI
CUS_001030,521,71,63,8,0.8873,6522.02,0.9008,65,CARD
CUS_001031,746,58,51,7,0.8793,6926.09,0.558,26,NETBANKING
CUS_001032,284,22,21,1,0.9545,6863.12,0.6925,55,UPI
CUS_001033,1104,45,41,4,0.9111,16748.88,0.2684,6,CARD
CUS_001034,491,9,7,2,0.7778,22940.23,0.6492,54,NETBANKING
CUS_001035,127,8,7,1,0.875,3733.29,0.3836,81,CARD
CUS_001036,1121,76,59,17,0.7763,7710.76,0.5473,39,UPI
CUS_001037,1357,64,59,5,0.9219,4813.69,0.6533,52,UPI
CUS_001038,51,13,11,2,0.8462,2713.9,0.835,26,CARD
CUS_001039,671,23,19,4,0.8261,5588.6,0.3473,25,CARD
CUS_001040,1245,16,15,1,0.9375,7700.44,0.2725,5,CARD
CUS_001041,1068,32,29,3,0.9062,5352.8,0.9453,43,CARD
CUS_001042,1289,24,22,2,0.9167,2223.61,0.9027,85,UPI
CUS_001043,640,26,22,4,0.8462,3105.67,0.5003,10,CARD
CUS_001044,577,42,38,4,0.9048,3124.74,0.7159,37,CARD
CUS_001045,1072,15,13,2,0.8667,2293.6,0.9729,75,WALLET
CUS_001046,255,70,57,13,0.8143,5782.92,0.6472,44,CARD
CUS_001047,381,58,54,4,0.931,6287.52,0.4687,68,UPI
CUS_001048,913,61,52,9,0.8525,9852.17,0.8139,33,CARD
CUS_001049,1012,14,12,2,0.8571,2265.92,0.3675,54,CARD
CUS_001050,205,56,44,12,0.7857,2835.15,0.7523,88,UPI
CUS_001051,777,67,63,4,0.9403,15607.21,0.9146,53,CARD
CUS_001052,566,14,12,2,0.8571,3945.13,0.7159,71,UPI
CUS_001053,767,60,39,21,0.65,4609.79,0.7089,62,UPI
CUS_001054,1438,29,27,2,0.931,3911.79,0.8553,8,CARD
CUS_001055,142,63,56,7,0.8889,11139.55,0.5798,14,UPI
CUS_001056,1493,38,34,4,0.8947,11490.54,0.9414,54,CARD
CUS_001057,690,64,49,15,0.7656,10964.29,0.6474,31,CARD
CUS_001058,1164,12,9,3,0.75,4596.67,0.6704,43,NETBANKING
CUS_001059,653,31,27,4,0.871,2239.22,0.5819,43,CARD
CUS_001060,487,22,15,7,0.6818,20994.23,0.6386,71,CARD
CUS_001061,1162,20,15,5,0.75,8927.39,0.6074,89,UPI
CUS_001062,1040,25,24,1,0.96,3122.86,0.4503,89,WALLET
CUS_001063,241,31,29,2,0.9355,14057.17,0.9244,7,UPI
CUS_001064,1066,11,10,1,0.9091,2931.72,0.9003,66,CARD
CUS_001065,1137,56,51,5,0.9107,13910.45,0.8418,65,CARD
CUS_001066,600,44,33,11,0.75,14683.22,0.7862,77,UPI
CUS_001067,1390,66,63,3,0.9545,2153.06,0.9039,38,CARD
CUS_001068,972,56,48,8,0.8571,7166.98,0.5643,45,CARD
CUS_001069,520,12,10,2,0.8333,8413.44,0.7914,40,UPI
CUS_001070,45,6,6,0,1.0,36452.31,0.5025,33,UPI
CUS_001071,1022,34,30,4,0.8824,2484.91,0.876,22,UPI
CUS_001072,337,39,34,5,0.8718,14155.62,0.6218,57,WALLET
CUS_001073,1142,19,17,2,0.8947,4562.88,0.7821,1,CARD
CUS_001074,801,62,59,3,0.9516,1666.93,0.8473,67,UPI
CUS_001075,716,46,43,3,0.9348,4088.13,0.7963,75,CARD
CUS_001076,270,60,58,2,0.9667,4508.88,0.2416,20,CARD
CUS_001077,1075,9,8,1,0.8889,1928.93,0.4386,19,CARD
CUS_001078,273,65,59,6,0.9077,5776.61,0.9407,45,CARD
CUS_001079,644,17,16,1,0.9412,9682.55,0.777,76,UPI
CUS_001080,1259,36,32,4,0.8889,5444.67,0.4885,10,UPI
CUS_001081,1382,35,30,5,0.8571,2917.14,0.8111,38,CARD
CUS_001082,1484,65,56,9,0.8615,3996.02,0.6186,19,CARD
CUS_001083,1438,22,20,2,0.9091,4483.67,0.4705,76,CARD
CUS_001084,847,20,17,3,0.85,5354.49,0.7029,79,UPI
CUS_001085,324,27,23,4,0.8519,10934.71,0.9104,7,NETBANKING
CUS_001086,1263,29,23,6,0.7931,5593.63,0.5499,13,UPI
CUS_001087,1208,15,14,1,0.9333,1465.1,0.855,14,CARD
CUS_001088,1485,14,13,1,0.9286,2869.74,0.8883,73,UPI
CUS_001089,986,19,14,5,0.7368,5139.18,0.5463,81,CARD
CUS_001090,238,37,35,2,0.9459,11060.46,0.6725,33,WALLET
CUS_001091,769,28,28,0,1.0,12709.56,0.6443,14,UPI
CUS_001092,688,31,27,4,0.871,18612.36,0.8089,59,CARD
CUS_001093,1269,57,42,15,0.7368,4995.66,0.7941,80,CARD
CUS_001094,607,20,19,1,0.95,8287.3,0.4031,81,UPI
CUS_001095,513,72,60,12,0.8333,1405.66,0.8309,40,UPI
CUS_001096,147,60,54,6,0.9,6347.0,0.5279,70,CARD
CUS_001097,1258,14,11,3,0.7857,1903.83,0.4204,86,UPI
CUS_001098,1140,25,24,1,0.96,4280.4,0.662,74,UPI
CUS_001099,90,15,12,3,0.8,50802.63,0.7346,42,NETBANKING
CUS_001100,667,22,18,4,0.8182,5736.91,0.8687,23,CARD
CUS_001101,735,29,24,5,0.8276,2254.72,0.65,33,CARD
CUS_001102,719,11,10,1,0.9091,6235.81,0.7523,32,CARD
CUS_001103,1380,2,2,0,1.0,2975.52,0.8504,88,CARD
CUS_001104,251,35,29,6,0.8286,2086.49,0.5735,65,CARD
CUS_001105,480,56,50,6,0.8929,24205.72,0.6738,77,UPI
CUS_001106,295,24,23,1,0.9583,10564.79,0.4294,69,UPI
CUS_001107,388,68,52,16,0.7647,5932.86,0.6682,42,CARD
CUS_001108,1363,30,27,3,0.9,3289.12,0.9398,71,WALLET
CUS_001109,1412,72,66,6,0.9167,3509.4,0.8766,57,UPI
CUS_001110,95,19,18,1,0.9474,15457.01,0.5355,66,WALLET
CUS_001111,959,43,42,1,0.9767,5750.8,0.9227,27,CARD
CUS_001112,372,61,59,2,0.9672,382.06,0.5393,20,CARD
CUS_001113,313,5,5,0,1.0,31212.8,0.6032,16,UPI
CUS_001114,459,74,57,17,0.7703,5209.73,0.779,26,UPI
CUS_001115,315,29,28,1,0.9655,5922.58,0.6011,88,CARD
CUS_001116,750,40,37,3,0.925,10734.18,0.7386,84,UPI
CUS_001117,1493,50,39,11,0.78,6529.95,0.5406,13,UPI
CUS_001118,892,51,49,2,0.9608,8179.28,0.608,49,UPI
CUS_001119,1093,2,2,0,1.0,3206.24,0.7421,84,WALLET
CUS_001120,755,69,62,7,0.8986,1682.43,0.8478,67,UPI
CUS_001121,50,50,41,9,0.82,5630.87,0.5829,55,CARD
CUS_001122,153,79,70,9,0.8861,14145.11,0.7618,53,UPI
CUS_001123,425,38,31,7,0.8158,2680.05,0.8659,29,UPI
CUS_001124,388,49,42,7,0.8571,2513.45,0.8455,83,UPI
CUS_001125,1265,35,32,3,0.9143,11951.93,0.7777,7,CARD
CUS_001126,1270,71,67,4,0.9437,3121.4,0.6276,78,CARD
CUS_001127,1285,66,61,5,0.9242,3240.18,0.938,78,UPI
CUS_001128,967,72,63,9,0.875,3338.63,0.5295,23,NETBANKING
CUS_001129,847,40,30,10,0.75,4272.04,0.7932,46,UPI
CUS_001130,984,63,55,8,0.873,1277.83,0.7424,79,NETBANKING
CUS_001131,628,29,20,9,0.6897,2922.98,0.529,42,UPI
CUS_001132,1015,37,33,4,0.8919,5410.66,0.6068,27,NETBANKING
CUS_001133,1197,61,51,10,0.8361,5379.89,0.3655,6,WALLET
CUS_001134,1151,7,6,1,0.8571,11364.24,0.9226,39,NETBANKING
CUS_001135,932,57,47,10,0.8246,19601.21,0.8479,24,UPI
CUS_001136,115,2,2,0,1.0,15090.48,0.3107,76,CARD
CUS_001137,1095,46,44,2,0.9565,9353.96,0.8311,77,NETBANKING
CUS_001138,568,38,34,4,0.8947,3995.18,0.8991,29,CARD
CUS_001139,1123,38,30,8,0.7895,2733.61,0.4813,18,UPI
CUS_001140,823,40,37,3,0.925,4564.82,0.8838,26,CARD
CUS_001141,1325,39,36,3,0.9231,7188.92,0.5824,36,UPI
CUS_001142,527,33,28,5,0.8485,8685.26,0.8359,60,CARD
